CandidateID,PositionID,JobTitle,ApplicationDate,Source,Stage,DateatStage
    CAND-6921  ,POS-164, QC ,  2025-11-21  ,employee referral, Rejected  ,   2025-11-24 
  CAND-6922   ,"""""""""""""""POS--165""""""""""""""",   Operations  ,   2025-12-02   ,Employee Referral,Rejected,  2025-12-02  
"""CAND--6923""",,   Operations  , 2025-12-11 , LinkedIn ,   Applied  ,N/A
CAND-6924, POS-165   ,"""""""""""""""Operations""""""""""",   2025-12-11  ,LinkedIn,Screened, NULL 
N/A, POS-165 ,Operations,"""2025--12--11""","""""""LinkedIn""""""",  Rejected  ,  2025-12-21   
  CAND-6926   , POS-165  ,"""Operations""","""2026--01--12""",   Company Website   ,  Rejected  ,2026-01-12
CAND-6926,POS-165,   Operations   ,  2026-01-12  ,  COMPANY WEBSITE  , REJECTED   ,"""""""""""""""2026--01--12"""""""
"""""""cand--6928""""""",POS-165, operations   ,   2025-12-06 ,  Indeed  ,Screened,"""""""2025--12--09"""""""""""
 cand-6929 ,   POS-165  ,   Operations   ,   2025-12-06 ,   Company Website ,interview 1,    2025-12-12  
"""""""CAND--6929""""""","""POS--165""",   Operations   , 2025-12-06 ,  Company Website ,Interview 1,"""2025--12--12"""
   cand-6931   ,POS-165,Operations,2025-12-06,"""""""""""Company""""Website""""""""""",   OFFER   ,  2025-12-18   
"""cand--6931""", POS-165   ,Operations,"""2025--12--06""","""company""""website""",  Offer   ,"""2025--12--18"""
 CAND-6933 , POS-165  ,  OPERATIONS   ,2026-01-09,"""""""""""Employee""""Referral""""""""""""""",Applied,"""""""""""""""2026--01--09"""""""
   cand-6934 ,  POS-165 , Operations ,"""""""""""2026--01--09""""""""""""""", Employee Referral ,"""""""""""SCREENED""""""",  
   CAND-6935   ,"""""""POS--165""""""",Operations,   2026-01-09 ,#N/A,  Rejected   ,  
   CAND-6936 ,  POS-165   ,,   2026-02-04   ,"""""""LinkedIn""""""","""Applied""",  2026-02-04   
 CAND-6937  ,   POS-165   , Operations  ,    2026-02-04    ,"""""""""""""""Company""""Website""""""""""",#N/A, 2026-02-06   
  CAND-6938   ,POS-165,   Operations    ,  2026-02-04  ,"""Company""""Website""",Interview 1,"""""""""""2026--02--09"""""""""""
CAND-6939,"""POS--165""",Operations,   2026-02-04  , LinkedIn   ,   Interview 2   ,   2026-02-11 
"""""""""""CAND--6940""""""",   pos-165   ,  Operations   ,  2026-02-04 ,  LinkedIn  , Rejected  ,N/A
"""""""CAND--6941""""""",   POS-165  ,,2025-12-02,,"""""""Applied""""""""""""""",2025-12-02
  CAND-6942  ,  POS-165 , Operations   ,  2025-12-02 ,Company Website,#N/A, NULL 
   CAND-6943    ,  POS-165 , Operations   ,  2026-02-05  ,   linkedin   ,  Applied  ,  2026-02-05  
"""""""CAND--6944""""""", POS-165 , Operations ,   2026-02-05  ,   Job Fair    ,"""""""Screened""""""",   2026-02-10  
  CAND-6945 ,"""""""POS--165""""""",operations,  2026-02-05   ,LinkedIn,  Interview 1    ,"""2026--02--16"""
CAND-6945,   POS-165   , operations ,  2026-02-05   ,   linkedin   ,   Interview 1 ,  2026-02-16  
CAND-6946,"""""""POS--165""""""",OPERATIONS, 2026-02-05   ,   Indeed ,  INTERVIEW 2  ,  2026-02-23   
N/A,   POS-165 ,"""""""""""""""operations""""""", 2026-02-05 ,  Indeed ,Hired,  2026-03-07 
CAND-6949,   POS-165   ,Operations,  2025-12-02  ,  job fair   ,"""applied""",  
   CAND-6950  ,  pos-165  ,   Operations  , 2025-12-02 , NULL ,   Rejected ,   2025-12-04  
 CAND-6950 ,  pos-165 ,  Operations   ,2025-12-02,  LinkedIn   ,Rejected,"""""""""""""""2025--12--04"""""""
 CAND-6952 ,   POS-165  ,Operations,2025-12-04, Job Fair , Screened ,"""""""2025--12--06"""""""""""""""
"""""""""""CAND--6953""""""""""""""", pos-165   ,,  2025-12-04  ,"""""""Company""""Website""""""", Rejected ,   2025-12-08  
 CAND-6953  ,   POS-165 ,Operations,"""""""""""2025--12--04""""""","""""""""""""""Company""""Website""""""""""""""",  Rejected   ,"""""""""""""""2025--12--08"""""""""""""""
N/A,  POS-165  ,  ,   2025-11-27  ,  EMPLOYEE REFERRAL   , Screened   ,   2025-11-30   
"""""""""""""""CAND--6956""""""""""""""",POS-165,OPERATIONS,"""""""""""2025--11--27""""""""""",  Employee Referral , Interview 1   ,2025-12-04
  CAND-6957  ,  pos-165   ,   Operations   ,  2025-11-27   ,LinkedIn,interview 2,    2025-12-11  
 CAND-6958 ,"""""""POS--165""""""", Operations ,"""2025--11--27""",   Company Website ,Offer,2025-12-16
"""""""""""cand--6959""""""""""",POS-165,   OPERATIONS    ,  2025-11-27  ,Job Fair,"""""""Hired""""""","""""""2025--12--18"""""""
CAND-6959,"""""""POS--165""""""""""""""",OPERATIONS,2025-11-27, Job Fair ,  HIRED   ,   2025-12-18  
N/A,"""""""POS--165""""""", Operations , 2025-11-24 ,  EMPLOYEE REFERRAL ,"""Rejected""", 2025-11-24 
 CAND-6961   ,   POS-165  ,Operations, 2025-11-24 ,Employee Referral, Rejected , 2025-11-24   
CAND-6963, POS-165  ,  Operations   , 2025-12-29 ,   Job Fair   ,  REJECTED   , 2025-12-31   
"""""""""""""""CAND--6963""""""""""""""","""POS--165""",operations,  2025-12-29  ,  Job Fair ,"""REJECTED""","""""""""""2025--12--31"""""""
CAND-6964,"""""""""""POS--165""""""""""""""", Operations ,   2026-01-19   ,"""""""""""""""Indeed""""""",Applied,  2026-01-19   
,"""""""POS--165""""""",Operations,#N/A,  Indeed   ,"""""""""""""""Rejected""""""""""""""","""2026--01--29"""
   CAND-6967 ,   POS-165  ,"""""""""""""""Operations""""""""""""""",#N/A,  Employee Referral    ,  Applied   ,   2026-01-18  
  cand-6968  ,#N/A, OPERATIONS   ,   2026-01-18  ,  INDEED ,  Screened   , NULL 
  CAND-6969 ,   POS-165  ,  Operations   ,   2026-01-18  ,   Employee Referral ,Interview 1, 2026-01-27   
"""""""""""""""CAND--6970""""""""""",  POS-165   ,"""""""""""""""operations""""""""""", 2026-01-18 ,Employee Referral,N/A,   2026-02-02 
CAND-6971,N/A,"""""""Marketing""""""", 2026-01-06 , Employee Referral , Applied ,"""2026--01--06"""
   CAND-6972   ,  POS-166   ,Marketing,2026-01-06,"""""""""""EMPLOYEE""""REFERRAL""""""""""",,   2026-01-09 
  CAND-6973   ,POS-166,Marketing,"""""""""""2026--01--06""""""""""""""", Company Website ,INTERVIEW 1,
#N/A, NULL ,"""""""""""Marketing""""""""""""""","""""""2026--01--06""""""",   Job Fair ,   Interview 2 ,"""""""""""""""2026--01--21"""""""""""""""
   CAND-6975  ,"""""""""""""""POS--166""""""",N/A,  2026-01-06 ,"""Employee""""Referral""",  Rejected  ,2026-01-28
  cand-6976  ,    pos-166    , marketing   , 2026-01-09 , Job Fair   ,,2026-01-09
 NULL ,"""""""""""POS--166""""""""""""""""""",    Marketing   ,2026-01-09,   Employee Referral ,  Screened ,2026-01-12
N/A,    POS-166   ,   Marketing ,   2026-01-09  , LinkedIn ,   Rejected   ,2026-01-17
 cand-6979  ,"""POS--166""", MARKETING  , 2026-01-02 ,Job Fair,"""""""""""Rejected""""""""""",
   CAND-6980  ,   POS-166   ,"""""""""""""""Marketing""""""""""""""",   2026-01-25    ,   Job Fair   , Applied , 2026-01-25  
"""""""""""CAND--6981""""""",POS-166,"""""""""""""""marketing""""""""""""""",    2026-01-25  ,  Employee Referral  ,   Screened  ,   2026-01-27   
 cand-6981   ,POS-166,  MARKETING , 2026-01-25   ,   employee referral , SCREENED , 2026-01-27  
,   POS-166 , Marketing   , 2026-01-25 ,  ,"""""""""""""""Rejected""""""","""""""""""2026--02--03"""""""""""""""
  CAND-6983 ,POS-166,  MARKETING ,2026-01-25,"""Job""""Fair""",   Rejected  ,2026-02-03
CAND-6985,  pos-166  ,  Marketing   ,2026-01-09,   linkedin  ,   Screened  ,   2026-01-16  
,POS-166, marketing ,"""2026--01--09""",#N/A,  REJECTED ,  2026-01-19  
CAND-6987,  POS-166   ,   Marketing   ,"""""""2026--01--08""""""""""""""",LinkedIn,,2026-01-08
 CAND-6988  ,   POS-166  ,  Marketing , NULL , linkedin ,   REJECTED  ,  2026-01-15    
"""""""""""CAND--6989""""""""""",  POS-166    ,  ,  , LinkedIn   ,"""""""rejected""""""",  2026-01-27 
CAND-6990,POS-166,  Marketing  , 2026-01-06  ,LinkedIn, REJECTED ,"""""""2026--01--06"""""""
  cand-6991 ,N/A,   MARKETING  ,"""""""""""""""""""2026--02--01""""""""""""""""""",Indeed, Applied  ,"""2026--02--01"""
 NULL ,   POS-166  , MARKETING  ,"""""""""""2026--02--01""""""""""",  job fair ,   SCREENED , 2026-02-04  
 cand-6993 ,  ,Marketing,   2026-02-01 ,indeed,    interview 1    , 2026-02-08  
"""""""""""""""cand--6994""""""",   POS-166 ,  Marketing  ,  2026-02-01   ,"""""""""""""""Job""""Fair""""""",   interview 2 ,   2026-02-12    
   CAND-6994 ,"""POS--166""",   Marketing  ,  2026-02-01   , Job Fair ,Interview 2,   2026-02-12  
CAND-6996,  pos-166 ,Marketing, 2026-02-01 ,"""""""""""""""""""LinkedIn""""""""""""""","""""""Hired""""""""""""""",   2026-02-21 
"""""""""""""""CAND--6997""""""""""""""", pos-166   ,Marketing,"""""""2026--01--23""""""",  employee referral    ,Applied,#N/A
CAND-6998,POS-166,N/A,  2026-01-23  ,  Indeed   ,"""""""""""""""Screened""""""""""","""""""""""""""2026--01--25"""""""
"""""""""""""""CAND--6999""""""""""""""""""",N/A,N/A,2026-01-23,  Indeed    ,"""""""Interview""""1""""""",  2026-01-31 
"""CAND--7000""",   POS-166  ,Marketing,2026-01-23,   Employee Referral  ,   Interview 2  ,2026-02-06
 CAND-7001 ,"""""""pos--166""""""",Marketing,   2026-01-23   , linkedin  ,"""""""""""""""Rejected""""""""""""""",2026-02-13
   CAND-7002   ,#N/A, MARKETING   ,2026-01-10,"""""""Company""""Website""""""", Applied ,   2026-01-10  
"""""""CAND--7003""""""", POS-166   , Marketing  ,   2026-01-10  ,Job Fair, NULL ,2026-01-14
   cand-7004   ,   POS-166 ,  ,  ,#N/A,"""""""Interview""""1""""""","""""""2026--01--18"""""""""""""""
   CAND-7004 ,"""""""""""POS--166""""""""""",Marketing,  2026-01-10  , Indeed ,  Interview 1  ,"""2026--01--18"""
   CAND-7006   ,POS-166,   MARKETING   ,2026-01-10,LinkedIn,Offer,2026-01-27
 CAND-7007  ,   POS-166  ,  Marketing  ,2026-01-10,    Job Fair   ,  Hired ,2026-02-01
CAND-7008,"""POS--166""",Marketing,"""""""2026--01--28""""""",   Company Website   , APPLIED  ,  2026-01-28   
CAND-7008,  POS-166  ,MARKETING,   2026-01-28 ,"""""""Company""""Website""""""""""""""",   Applied ,  2026-01-28   
CAND-7010, POS-166   ,"""""""marketing""""""",N/A,"""""""EMPLOYEE""""REFERRAL""""""", REJECTED  ,    2026-02-06  
"""""""""""CAND--7011""""""""""""""", NULL ,N/A,  2026-01-08 ,#N/A,  , 2026-01-08 
"""""""CAND--7011""""""""""""""",  POS-166 ,   Marketing  ,2026-01-08, Indeed   ,  Applied   ,  2026-01-08  
cand-7013, pos-166 ,MARKETING,N/A,"""""""LINKEDIN""""""""""""""","""INTERVIEW""""1""",2026-01-17
  CAND-7014   , POS-166 , NULL , 2026-01-08   ,Company Website,, 2026-01-21 
"""""""""""CAND--7015""""""", pos-166 ,Marketing,   2026-01-21  ,   LinkedIn  ,"""""""""""Applied""""""""""""""",  2026-01-21   
 CAND-7016  ,   POS-166  , Marketing  ,2026-01-21,   EMPLOYEE REFERRAL  ,  Screened   ,"""""""""""""""2026--01--26"""""""""""""""
  ,N/A,  Marketing   ,   2026-01-21 ,  Company Website ,  Rejected   ,"""""""""""""""2026--01--29"""""""""""""""""""
   CAND-7018  ,,    Marketing    , 2026-01-10   ,   Job Fair , APPLIED , 2026-01-10 
   CAND-7019   ,   POS-166   ,   Marketing ,  2026-01-10   , Company Website , NULL ,   2026-01-17   
  ,"""""""POS--166""""""""""", Marketing  ,  2026-01-10  , EMPLOYEE REFERRAL , Rejected  ,"""""""""""2026--01--19"""""""""""
"""CAND--7020""",   POS-166  ,  Marketing  ,2026-01-10,Employee Referral, REJECTED   ,2026-01-19
CAND-7022,   POS-166  ,N/A,  2026-01-09   , indeed   ,#N/A,   2026-01-12   
  CAND-7023 ,    pos-166   , Marketing ,2026-01-09, employee referral ,   Rejected  ,2026-01-14
#N/A,,Marketing, 2026-01-01  ,Employee Referral,   APPLIED   ,   2026-01-01  
   CAND-7024 ,POS-166,"""marketing""",   2026-01-01   ,Employee Referral,"""""""""""Applied""""""""""""""", 2026-01-01 
  CAND-7026   ,#N/A,   MARKETING  ,2026-01-01,Employee Referral,  ,   2026-01-10  
#N/A,"""""""""""POS--166""""""""""""""","""marketing""",  2026-01-01   ,  LinkedIn  , interview 2 ,#N/A
   CAND-7027  , POS-166 , Marketing  ,  2026-01-01  , LINKEDIN   ,   interview 2   ,2026-01-16
"""""""""""CAND--7029""""""""""", POS-166   ,  Marketing ,    2026-01-01  ,"""""""""""""""Employee""""Referral""""""""""""""",   Hired   ,"""""""""""2026--01--25"""""""
"""""""""""""""CAND--7030""""""""""""""","""""""""""pos--166""""""""""""""", Marketing  ,#N/A,Indeed,"""""""applied""""""""""",  2026-01-10 
 CAND-7031 ,  ,   Marketing  ,   2026-01-10  ,LINKEDIN,   rejected  ,  2026-01-16  
  CAND-7032  ,POS-166,  Marketing  , 2026-01-10 ,   Job Fair  ,"""""""""""Applied""""""""""""""",   2026-01-10   
,"""pos--166""",   marketing    ,   2026-01-10   ,  Company Website , SCREENED ,    2026-01-12    
  ,"""""""""""""""POS--166""""""""""","""Marketing""",  2026-01-10 , Company Website   ,  ,  2026-01-15   
"""""""CAND--7035""""""""""", pos-167   ,  Account  , 2026-01-08 ,   EMPLOYEE REFERRAL   , rejected   ,2026-01-08
 cand-7035  ,pos-167, account ,  2026-01-08   ,Employee Referral, Rejected ,"""""""""""""""2026--01--08"""""""""""""""
  cand-7037   ,  POS-167 ,   Account ,   2025-12-23   ,linkedin,  SCREENED   ,2025-12-27
"""CAND--7038""", POS-167   ,"""""""""""""""Account""""""",   2025-12-23   ,Company Website,   Interview 1 , 2025-12-31  
  CAND-7039   ,  POS-167   ,  account  ,2025-12-23,Indeed, Rejected  ,   2026-01-05  
 NULL , POS-167 , Account ,"""2026--01--25""", Indeed ,Rejected,   2026-01-25  
   CAND-7041 , pos-167   , Account  , 2025-12-26   ,company website,Applied,2025-12-26
  CAND-7042   ,POS-167,#N/A,"""2025--12--26""",  LinkedIn  ,  Screened   ,  2025-12-28    
 CAND-7043  ,   POS-167  ,ACCOUNT,   2025-12-26  ,N/A,Interview 1,"""""""2026--01--03"""""""""""""""
   CAND-7044   ,"""""""""""""""POS--167""""""""""", account ,   2025-12-26  ,  Employee Referral ,#N/A,   2026-01-09   
 CAND-7045 ,   POS-167 ,  Account ,"""""""""""""""2025--12--26""""""""""",  LinkedIn  ,"""""""""""""""Offer""""""",  2026-01-12  
   CAND-7045 ,POS-167,"""""""""""Account""""""""""","""""""""""2025--12--26""""""",  LinkedIn   , Offer  ,"""""""""""2026--01--12"""""""""""""""
CAND-7047, POS-167 ,   Account  , 2025-12-07  , LinkedIn   ,  Applied  , NULL 
CAND-7048,  POS-167  , Account   ,   2025-12-07    ,#N/A, Rejected , 2025-12-13   
   CAND-7048   ,"""POS--167""",  ACCOUNT  ,   2025-12-07   ,   Company Website ,rejected,  2025-12-13  
CAND-7050,POS-167,Account, 2026-01-29 , Indeed  ,SCREENED,2026-02-05
"""""""""""CAND--7050""""""",POS-167,   Account   , 2026-01-29   ,   Indeed   ,"""Screened""", 2026-02-05 
cand-7052,POS-167, Account  ,2026-01-06,  COMPANY WEBSITE  ,N/A,  
 CAND-7053 ,  POS-167 ,account,2026-01-06,#N/A,Screened,2026-01-11
   CAND-7053   , POS-167  ,"""""""Account""""""""""""""", 2026-01-06   ,   Job Fair  ,   screened  , 2026-01-11   
 CAND-7055  ,"""""""POS--167""""""""""""""", Account   ,  2026-02-03 , Job Fair ,,"""2026--02--03"""
CAND-7056,  POS-167  ,   account , 2025-12-03  ,EMPLOYEE REFERRAL,   APPLIED   ,#N/A
  CAND-7056   ,"""""""""""""""POS--167""""""""""""""",Account, 2025-12-03 ,Employee Referral,"""applied""",2025-12-03
CAND-7058,"""""""""""pos--167""""""""""""""",  Account ,2025-12-03,Indeed,"""rejected""","""""""2025--12--12"""""""
  cand-7059  ,   POS-167   ,Account,  2026-01-11  ,Employee Referral,APPLIED, 2026-01-11 
  CAND-7060   ,#N/A, Account   ,  ,JOB FAIR,Screened,  2026-01-17  
 CAND-7061   ,  POS-167  , Account ,2026-01-11,Employee Referral,"""""""""""""""Interview""""1""""""""""",   2026-01-24   
CAND-7062,  ,  Account   ,"""""""""""""""""""2026--01--11""""""""""""""", Company Website   ,"""Interview""""2""",  2026-01-29    
"""""""cand--7063""""""""""",   POS-167  ,Account,   2026-01-11   ,"""""""""""Employee""""Referral""""""",Rejected,2026-01-31
   cand-7064  ,POS-167,"""""""account""""""",2025-12-20,    INDEED   ,   Applied   ,2025-12-20
  CAND-7064  ,   POS-167   , account   , 2025-12-20  , Indeed   , Applied ,2025-12-20
cand-7066,  POS-167  , NULL ,   2025-12-20 ,"""""""Job""""Fair""""""",   REJECTED  ,2025-12-29
  cand-7066  ,  POS-167 ,   ACCOUNT   ,2025-12-20,  job fair   ,"""""""""""""""rejected""""""",   2025-12-29  
 CAND-7068  , POS-167 , Account  ,   2026-01-15  , INDEED   ,Screened,2026-01-20
   CAND-7069  , POS-167  ,Account,"""""""""""2026--01--15""""""""""",#N/A,"""""""Interview""""1""""""""""", 2026-01-24 
 CAND-7069  ,"""""""""""""""POS--167""""""""""""""",  Account   ,2026-01-15,   Indeed   , interview 1  , 2026-01-24   
  CAND-7071  ,  POS-167  ,    Account  ,N/A,INDEED, Applied ,  2026-02-02   
"""""""""""""""cand--7072""""""""""""""",   pos-167    , Account  ,2026-02-02, Company Website   , Screened ,   2026-02-04 
CAND-7073,   POS-167 ,Account,    2026-02-02    ,"""""""Job""""Fair""""""""""""""", interview 1   ,2026-02-11
CAND-7074,  POS-167 ,   Account  ,2026-02-02, NULL ,   Rejected   , 2026-02-14  
  CAND-7075   , POS-167   ,   Account ,  2026-01-01   ,  linkedin   , APPLIED ,N/A
CAND-7076,"""""""POS--167""""""", ACCOUNT ,"""""""""""""""2026--01--01""""""""""""""",  Company Website   ,Screened,"""2026--01--06"""
CAND-7077,"""""""""""""""""""pos--167""""""""""",  Account   ,2026-01-01,"""""""""""""""Employee""""Referral""""""",Interview 1, NULL 
 CAND-7078 ,   pos-167   ,  account , 2026-01-01 ,    LinkedIn  ,  ,   2026-01-17  
"""""""CAND--7079""""""", POS-167  ,Account,"""""""2026--01--16""""""""""""""", linkedin ,"""""""""""Applied""""""""""", 2026-01-16   
 CAND-7080  ,  ,"""""""""""""""Account""""""""""""""""""",,, Rejected ,  
 NULL , POS-167  ,Account,"""2026--02--04""",N/A, NULL ,   2026-02-04   
"""""""""""CAND--7081""""""""""""""",  POS-167 ,   Account   ,2026-02-04,  indeed  ,  Applied  ,2026-02-04
CAND-7083,POS-167, NULL , 2026-02-04   ,Job Fair,"""""""""""REJECTED""""""""""""""", 2026-02-13  
  ,   POS-167   ,"""""""""""""""Account""""""""""",2025-12-11,LinkedIn,Applied, 2025-12-11  
  ,   POS-167    ,N/A,"""""""""""""""2025--12--11""""""","""""""""""Employee""""Referral""""""",   SCREENED , 2025-12-14   
 NULL ,  POS-167 ,"""Account""", 2025-12-11 , Indeed , Interview 1   ,"""""""2025--12--16"""""""
 CAND-7087   ,"""POS--167""",    Account    ,   2025-12-11   ,"""""""""""""""Job""""Fair""""""""""","""interview""""2""", 2025-12-23   
   CAND-7088    , pos-167 ,  ,    2025-12-11   ,#N/A, Offer ,  
"""""""""""""""CAND--7089""""""""""""""",   POS-167 , Account  , 2025-12-11 ,"""""""LinkedIn""""""",  Hired   ,  2026-01-02  
"""""""""""cand--7090""""""""""", POS-168 , Regional Sales   ,2025-12-02,"""""""""""JOB""""FAIR""""""",Applied,N/A
CAND-7091,   POS-168   ,"""""""""""""""Regional""""Sales""""""""""""""",   2025-12-02   , Job Fair ,"""""""""""screened""""""",  2025-12-09    
  CAND-7092  ,POS-168,REGIONAL SALES,2025-12-02,    Company Website    ,"""""""""""Rejected""""""""""""""",   2025-12-15 
 NULL ,   POS-168  ,REGIONAL SALES,"""2025--12--16""","""""""""""INDEED""""""""""",  Applied  ,   2025-12-16  
   cand-7094  ,"""POS--168""","""""""""""Regional""""Sales""""""""""",  2025-12-16 , LinkedIn  ,  Rejected  , 2025-12-23 
   CAND-7095  ,"""""""""""""""POS--168""""""""""""""",   Regional Sales  ,2026-01-18,  JOB FAIR   ,  Applied ,    2026-01-18   
 CAND-7096 ,POS-168,"""""""""""regional""""sales""""""""""","""2026--01--18""", Job Fair ,   screened  ,"""2026--01--24"""
 cand-7097  , POS-168  , Regional Sales  ,  2026-01-18  ,   LinkedIn ,  ,   2026-01-31 
   CAND-7098 ,  ,Regional Sales,2026-01-19,   job fair   , Applied , 2026-01-19 
CAND-7099,  POS-168  ,Regional Sales,  2026-01-19  ,  Indeed ,   Screened  ,  2026-01-24 
N/A, POS-168   ,  Regional Sales   ,N/A,   employee referral  , Interview 1  , 2026-01-26 
"""CAND--7101""","""""""""""POS--168""""""""""""""",   Regional Sales , 2026-01-19  ,"""""""""""LinkedIn""""""",  Rejected ,  2026-01-30   
"""""""""""CAND--7102""""""",   POS-168  ,"""""""""""Regional""""Sales""""""", 2025-10-17  , employee referral  ,applied,   2025-10-17 
"""""""""""""""CAND--7102""""""""""""""","""POS--168""",Regional Sales,   2025-10-17 ,"""""""employee""""referral""""""""""",  applied  ,2025-10-17
  cand-7104  , POS-168   ,  Regional Sales   ,2025-10-17,   LinkedIn  ,Interview 1, 2025-10-29 
 CAND-7105 , POS-168 , Regional Sales , NULL ,Employee Referral,"""Interview""""2""",2025-11-02
 NULL ,N/A,"""Regional""""Sales""", 2025-10-17  ,  Job Fair   ,   Rejected   ,2025-11-05
#N/A,#N/A,   Regional Sales  ,N/A,Employee Referral,   Rejected , 2025-11-21 
"""""""CAND--7108""""""""""""""",   POS-168  ,  , 2025-10-17  ,   EMPLOYEE REFERRAL  ,Applied,N/A
   CAND-7109  ,  POS-168 ,REGIONAL SALES,   2025-10-17   ,   Company Website  ,Screened,2025-10-24
CAND-7110,   pos-168 ,  Regional Sales  , 2025-10-17 ,  indeed  ,   REJECTED   ,   2025-10-30    
  CAND-7111   ,"""POS--168""",#N/A,2025-10-16,"""LinkedIn""", Applied ,"""""""""""2025--10--16"""""""""""""""
   CAND-7112   ,   POS-168   ,  regional sales  ,  2025-10-16  ,  ,,  
"""""""""""""""""""cand--7113""""""""""""""",POS-168,"""REGIONAL""""SALES""",N/A,    LinkedIn  ,   Interview 1  , 2025-10-27 
   CAND-7114  ,POS-168, NULL ,   2025-10-16   ,  , NULL ,"""""""""""2025--10--29"""""""""""
  CAND-7115 ,"""""""""""POS--168""""""",Regional Sales,  2026-02-04  ,  Indeed    ,Applied,"""""""2026--02--04"""""""
CAND-7116,pos-168,  Regional Sales  , 2026-02-04 ,"""Job""""Fair""",  screened   , 2026-02-09  
"""""""CAND--7117""""""""""""""",  pos-168 ,"""""""Regional""""Sales""""""""""""""",  2026-02-04  ,"""""""""""indeed""""""","""""""""""interview""""1""""""""""", 2026-02-15  
 NULL ,#N/A,Regional Sales, 2026-02-04 ,  ,  Interview 2  , NULL 
 CAND-7119 ,POS-168,  regional sales ,  2026-02-04  ,"""""""""""Indeed""""""""""""""",N/A,"""""""""""""""2026--02--20"""""""
   CAND-7120    ,POS-168, NULL ,  2026-02-04  , LinkedIn   ,"""Hired""",2026-02-25
CAND-7121,N/A,Regional Sales,N/A,  JOB FAIR   ,  ,2025-12-16
"""""""""""""""CAND--7122""""""",#N/A,Regional Sales,"""""""""""2025--12--04""""""""""",LinkedIn,   Applied  ,"""2025--12--04"""
  CAND-7123    , POS-168  ,"""""""""""REGIONAL""""SALES""""""","""""""2025--12--04""""""",   Job Fair ,"""Screened""",2025-12-11
  CAND-7124 ,   POS-168 ,Regional Sales,    2025-12-04    ,"""""""""""Job""""Fair""""""",  Rejected  ,
  CAND-7125  ,"""""""""""POS--168""""""""""",  Regional Sales  ,    2026-01-20    ,"""""""""""""""Indeed""""""""""""""",  Applied   ,  2026-01-20  
  CAND-7126   ,  POS-168   ,   Regional Sales  , 2026-01-20 ,"""""""""""""""Job""""Fair""""""""""",Screened,
 CAND-7127   ,   POS-168   ,Regional Sales,"""""""2026--01--20""""""", company website   , Interview 1 , NULL 
"""""""""""""""CAND--7128""""""""""","""POS--168""",  Regional Sales   , 2026-01-20 ,Indeed,   Interview 2 ,   2026-02-06   
,POS-168, Regional Sales ,2026-01-20, JOB FAIR  ,  Offer    ,   2026-02-08  
"""CAND--7129""",   pos-168  ,   REGIONAL SALES ,   2026-01-20   ,JOB FAIR,Offer,   2026-02-08   
cand-7130,  POS-168   ,Regional Sales, 2026-01-20   , indeed ,hired,  2026-02-12 
CAND-7132,"""POS--168""",    Regional Sales  ,"""""""""""""""2025--10--17""""""",#N/A,#N/A, 2025-10-20 
  ,POS-168,"""""""""""Regional""""Sales""""""""""",  2026-01-12  ,  Employee Referral , NULL , 2026-01-12 
 CAND-7134 ,#N/A,  Regional Sales ,, Employee Referral   ,   Rejected ,    2026-01-14   
cand-7135,  POS-169   ,N/A, 2026-01-19  ,LINKEDIN,  Rejected ,2026-01-19
  CAND-7135 ,"""""""POS--169""""""",   REGIONAL SALES , 2026-01-19  ,"""""""""""""""LinkedIn""""""""""""""",   Rejected , 2026-01-19   
CAND-7136,"""pos--169""",Regional Sales,"""""""2025--12--23""""""","""""""""""""""linkedin""""""""""""""",  Applied  ,   2025-12-23  
   CAND-7137   ,POS-169,  REGIONAL SALES   ,"""""""2025--12--23""""""""""", Indeed  ,"""""""Screened""""""""""""""",2025-12-29
"""cand--7139""",#N/A,   Regional Sales ,  2025-12-23  ,employee referral,interview 2,   2026-01-07   
 CAND-7139  ,"""""""POS--169""""""""""""""",Regional Sales,2025-12-23,"""""""Employee""""Referral""""""""""",   Interview 2 ,2026-01-07
N/A,  POS-169  ,REGIONAL SALES,"""""""""""""""2025--12--23""""""""""",  LinkedIn   , NULL , 2026-01-17  
 CAND-7142 ,POS-169,   REGIONAL SALES ,"""2026--01--31""",   Indeed ,rejected,   2026-01-31 
CAND-7143,   POS-169  ,   regional sales   ,"""""""2026--02--03""""""",JOB FAIR, APPLIED ,   2026-02-03   
  CAND-7144  , NULL , Regional Sales   , 2026-02-03 ,N/A, Rejected  ,  2026-02-09 
  CAND-7145 ,"""""""POS--169""""""""""",N/A,  2026-01-06 , Company Website  , APPLIED  ,  2026-01-06  
CAND-7146,pos-169,,N/A,Company Website, SCREENED , 2026-01-12 
,"""""""""""""""pos--169""""""""""""""", Regional Sales ,   2026-01-06  ,EMPLOYEE REFERRAL,  Interview 1   ,
   CAND-7148  ,  POS-169  ,  Regional Sales , 2026-01-06 ,Company Website, Interview 2 , 2026-01-21 
 CAND-7148   ,POS-169,  Regional Sales ,2026-01-06,"""""""""""Company""""Website""""""""""","""""""INTERVIEW""""2""""""""""",  2026-01-21 
 NULL ,   POS-169  ,   Regional Sales , 2025-12-20   ,LinkedIn,  Applied ,2025-12-20
   CAND-7151 ,  ,Regional Sales,#N/A,   Employee Referral  , Screened ,2025-12-27
